"name","x","y","z"
"Qieduia CT-O d7-6",-3864.0625,-67.8125,-5524.59375
"Hypou Chraei UD-T c3-2037",-3633.3125,20.875,32409.78125
"Byua Aim CA-A f1396",-3157.21875,21.09375,15581.5625
"Dryaea Chraei NQ-C a110-0",18226.46875,117.0625,29555.875
"Lyaisua XO-Q d5-5500",-454.34375,476.625,31464.65625
"Zunia VZ-P d5-35",9148.28125,234.1875,23740.84375
"Stueloo KR-V b19-1",-15738.8125,-587.1875,13452.25
"Dehue RS-F c25",-20811.09375,-72.09375,9177.78125
"Lyaisua NN-J d9-9389",-407.5,486.4375,31754.25
"Blae Drye DN-M a34-4",-1770.375,-35.375,4417.03125
"Bleae Thua RL-Y d14",-133.3125,123.09375,1636.375
"Myeade OD-K d8-20",-979.125,-19.6875,-6672.46875
"Lyaisua WK-E d12-5422",-530.9375,535,32004.46875
"Prua Dryoae NA-Q b25-5",2278.9375,-76.375,761.90625
"Quemaae FA-A d13",6736.28125,2542.125,25874
"Dryaea Chraei GI-B b55-2",18222.5,116.125,29563.375
"Clooku GM-M d7-35",-5936.78125,-1005.8125,12423.03125
"Blaa Eork IZ-F a79-1",1516.6875,-30.8125,2342.125
"Greae Dryoae UI-H b14-1",1551.28125,-476.84375,5643.6875
"Lysoosms RV-B c14-12",-3599.375,460.15625,7247.1875
"Lasiae NC-U d3-2686",-578.75,466.34375,32569.4375
"Hypua Flyoae GT-F d12-3376",-12168.90625,-155.6875,23018.5
"Blu Thua PM-Q c7-0",1175.28125,940.09375,1820
"Dehue TS-F c33",-20738.6875,-76.46875,9213.1875
"Stueloo PI-S b21-3",-15752.53125,-580.53125,13488.09375
"Lasiae RO-H d10-2326",-546.1875,402.34375,33138
"Blae Drye UW-D a39-7",-1783.65625,-30.9375,4467
"Hypua Flyoae YD-X b48-52",-12167.90625,-157.40625,23017.53125
"Skaudou OO-X d2-441",-863.21875,-50.78125,9418.15625
"Ellaic TO-Z c11",-11439.84375,290.46875,9240.6875
"Lasiae ZX-A b43-16",-545.53125,403.71875,33137.71875
"Outordy OG-Y c6",-3473.59375,-21.03125,-2283.03125
"Plaa Eurk RO-G c24-3",-1778.625,69.125,2.34375
"Qieduia CT-O d7-44",-3855.28125,-66.53125,-5525.40625
"Nyeakeia PR-F b17-2",8356.5625,-88.1875,6989.6875
"Hypou Chraei UD-T c3-913",-3635.21875,21.65625,32408.875
"Lasiae VU-F d11-3490",-569.03125,403.53125,33208.9375
"Bleae Aim PW-W b56-181",-3203.4375,15.3125,15517.625
"Quemaae CA-A e18",6758.53125,2546.25,25863.53125
"Eoch Flyuae YT-K c23-57",-8776.90625,-697.9375,17891.96875
"NGC 4463 Sector AI-P c7-13",2588.46875,90.125,1545.28125
"Blaa Eork HZ-F a79-1",1507.125,-34.1875,2337.9375
"Hypua Flyoae GT-F d12-5734",-12167.09375,-160.375,23017.03125
"Stueloo AQ-O b23-1",-15744.46875,-586.4375,13525.65625
"Greae Dryoae HA-F b15-2",1603.4375,-529.28125,5658.1875
"Blae Drye MB-V a43-0",-1802.0625,-34,4515.28125
"Hypou Chraei TN-K b8-13",-3635.375,22.6875,32409.46875
"Plaa Eurk CH-P b47-1",-1741.84375,103.84375,-42.34375
"Zunu FR-F b11-105",7200.25,69,23498.96875
"Wregoi AA-Q d5-37",4453.625,263.90625,-575.90625
"NGC 4463 Sector AQ-E b15-2",2584.53125,80.5,1542.9375
"Lasiae ZA-E d12-1303",-584.90625,403.25,33282.1875
"Stueloo NN-G c12-0",-15752.875,-580.9375,13563.28125
"M20 Sector ER-M c7-18",-303.28125,-91.5625,2750.78125
"NGC 6383 Sector UB-A b15-1",162.96875,65.25,3319.40625
"NGC 2546 Sector JX-F b39-0",3136.3125,-522.96875,-560.5
"Greae Dryoae ID-P c7-1",1644.3125,-589.53125,5678.0625
"M39 Sector SE-F a12-1",-1010.875,-31.03125,-14.65625
"Blae Drye ZZ-N a47-1",-1825.625,-27.875,4560.53125
"Quemaae FA-A d11",6787.96875,2555.28125,25872.46875
"Phroi Hypue OF-L d9-5",-993.03125,-33,-6645.4375
"Zunia VZ-P d5-116",9150.25,229.34375,23738.65625
"Slulee AK-I c9-93",-844.65625,-19.40625,9587.28125
"NGC 4463 Sector CL-E b15-0",2587.625,72.46875,1539.25
"Hypou Chraei UD-T c3-176",-3636.21875,24.8125,32410.5625
"M39 Sector RY-G a11-2",-977.53125,-30.375,-19.78125
"Zunia VZ-P d5-478",9151.4375,227.5625,23741.5
"Blae Drye RE-F a52-0",-1845.59375,-28.5,4608.125
"Stueloo TO-E c13-7",-15754.0625,-586.59375,13601
"Lasiae PN-H b53-3",-598.6875,410.5625,33355.46875
"NGC 2546 Sector SY-D b40-0",3201.6875,-538.375,-538.15625
"Lasiae HN-A d14-2437",-617.71875,417.40625,33417.71875
"Slulee BZ-W a42-0",-834.40625,-23.46875,9635.34375
"Phua Chrea IL-X d1-3624",-542.78125,386.71875,33691.4375
"Outordy JA-A c7",-3533,-9.5,-2334.96875
"Blue Prao AT-F d12-4",28300.59375,-181.125,46084.15625
"Phua Chrea OS-K d8-247",-496.84375,218,34255.65625
"NGC 4463 Sector CL-E b15-1",2588.71875,70.78125,1539.84375
"Nyeakeia UX-D b18-5",8389.75,-87.96875,7012.625
"Blu Thua HG-V d3-0",1205,949,1845.1875
"Traikoa CE-Z b27-8",-1861.03125,-20.65625,4656.96875
"Eoch Flyuae LE-G d11-2578",-8778.34375,-697.59375,17888.3125
"Qieduia CT-O d7-12",-3826.46875,-71.9375,-5517.59375
"Hypou Briae RN-T d3-4957",-741.875,224.25,35108.15625
"Hypou Briae SC-A b15-14",-740.53125,223.4375,35109.03125
"Stueloo VF-E b29-1",-15763.40625,-584.53125,13636.1875
"Quemaae PG-Y c0",6808.3125,2558.21875,25877.0625
"Bleae Aim YQ-C c26-2000",-3246.21875,11.0625,15451.28125
"Hypou Briae SI-J c9-1082",-769.125,209.25,35176.8125
"Dryiquae MF-K c23-3",-4608.84375,-818.78125,40904.71875
"Blue Prao FZ-D d13-0",28340.6875,-170.4375,46147.53125
"Clooku KS-K d8-44",-5970.71875,-999.5,12497.46875
"Hypou Chraei UD-T c3-1086",-3637.46875,26.65625,32410.59375
"Greae Dryoae FJ-B c16-11",1981.28125,-183.15625,6028.15625
"Mylaifai NJ-H d10-1617",-1058,-957.0625,19037.34375
"Hypou Briae WO-R d4-1118",-797.90625,202.0625,35245.5
"Eoch Flyuae LE-G d11-334",-8781.375,-701.46875,17889.375
"Stueloo ZP-N d7-43",-15765.59375,-579.40625,13674.625
"Prua Dryoae TG-O b26-1",2315.75,-83.84375,777.0625
"Qieduia GM-D c15-11",-3821.6875,-71.75,-5519.75
"Bleae Thua ZJ-Q b19-0",-153.6875,129.03125,1927.375
"Blae Drye FM-L c24-7",-2228.4375,-149.90625,5097.40625
"Nyeakeia ZA-U d4-37",8412.75,-70.28125,7042.4375
"M20 Sector OD-I b10-0",-292.84375,-76.28125,2649.4375
"Eembaisk IM-W d1-5223",2530.40625,45.09375,29885.1875
"Blue Prao TK-E c28-1",28380.15625,-183.96875,46219.9375
"Thraikou DQ-N c20-24",-9370.5625,81.46875,7501.21875
"Hypou Chraei UD-T c3-186",-3639.625,27.21875,32409.21875
"Dehue YY-D c1-37",-20669.65625,-84.375,9250.9375
"Quemaae GA-A d15",6819.625,2542.65625,25866.9375
"Slulee VY-H b23-23",-830.15625,-23.25,9684.4375
"Synuefai PA-M b54-1",-405,-215.40625,103.28125
"Stueloo FH-Z c15-8",-15779.3125,-589.5,13709.53125
"Mylaifai NJ-H d10-1618",-1027.28125,-977.6875,19045.53125
"Pyult FI-A b18-1",692.5,-483.71875,-4510.5
"Synuefue ZA-R b49-0",-1878.9375,-608.4375,7.6875
"Greae Dryoae MY-O c7-1",1706.34375,-630.78125,5691.03125
"Synuefai EZ-U a98-3",-879.46875,-29.625,-8.78125
"Slegi BQ-S c6-6",-1607.96875,-245.90625,-3321.71875
"Hypou Chraei LM-W d1-64",-3641.25,26.84375,32410.125
"M20 Sector DL-N b7-1",-280,-72.5625,2579.71875
"Dehue EF-C c2-67",-20597.96875,-77.5625,9282.09375
"Nyeakeia FA-Z b20-7",8445.46875,-60.34375,7066.34375
"Synuefai QV-L b54-4",-409.78125,-226.15625,108.84375
"Blaea Thua CJ-B c13-0",15004.03125,-12.125,2075.71875
"Qieduia DT-O d7-70",-3807.71875,-70.46875,-5528.78125
"Stueloo FR-L d8-23",-15788.40625,-593.34375,13745.40625
"Bleae Aim TF-S a100-2",-3287.03125,10.59375,15383.75
"Pyult ZW-S b21-0",679.9375,-522.90625,-4445
"Quemaae QG-Y c1",6846.25,2537.03125,25875.875
"Hegua BJ-X c28-9",-3599.21875,-3.0625,-2374.84375
"Blae Drye CO-N a61-4",-1875.8125,-29.40625,4705.75
"Skaudou SD-F a52-10",-822.375,-28.0625,9733.15625
"Greae Dryoae IC-U e3-11",1997.5625,-200.5625,6075.6875
"Nyeakeia NB-X b21-5",8479.15625,-67.53125,7090.0625
"Bleae Aim HC-D d12-2909",-3300.125,10.09375,15365.125
"Synuefai UB-K b55-3",-414.46875,-236.59375,115
"Stueloo VW-R b35-1",-15791.9375,-577.1875,13780.0625
"Blaea Thua OR-N d6-8",15026.46875,-16.4375,2100.8125
"Hypou Chraei LM-W d1-3301",-3638.15625,24.34375,32392.34375
"Blae Drye QM-G a65-4",-1898,-26.65625,4751.84375
"Proo Dryiae FT-C c15-0",14780.53125,-261.15625,860.0625
"Phroea Phoe EE-D c1-11",-5160.375,-244.03125,-4863.125
"Blaea Thua HP-Z c13-1",15048.65625,-16.6875,2103.96875
"Qieduia DT-O d7-14",-3812.59375,-67.25,-5536
"Dryiquae MP-L c22-2",-4609.4375,-889.0625,40893.90625
"Stueloo FE-O b37-2",-15790.59375,-589.3125,13815.78125
"Synuefai JV-F c27-15",-417.78125,-251.46875,117.03125
"Blaa Dryou KS-B d26",3945.65625,-544.90625,4109.53125
"NGC 4463 Sector AI-P c7-1",2579.5625,60.9375,1536.78125
"Hypou Chraei UD-T c3-1006",-3636.5625,23.875,32392.09375
"Eembaisk SJ-R c4-2934",2530.625,45.0625,29886.09375
"Stueloo JK-M b38-1",-15795.46875,-593.375,13852.5625
"Dryiquae MC-T b46-0",-4617.1875,-958.375,40900.40625
"Nyeakeia SH-V b22-0",8512.75,-73.28125,7113.75
"Synuefai VW-J b55-1",-427.5625,-261.78125,118.96875
"Wregoi ZZ-F c11-0",4379.0625,216.34375,-582.84375
"Pyult PD-R d5-12",659.65625,-548.09375,-4373.40625
"NGC 4463 Sector AI-P c7-0",2576.9375,56.9375,1537.1875
"Zunu QY-K b8-11",7144.875,73.84375,23449.96875
"Proo Dryiae LD-Q d6-4",14777.5,-250.71875,809.90625
"Blaea Thua IP-Z c13-0",15056.40625,-17.40625,2133.03125
"Greae Dryoae LE-A b17-0",1757.09375,-679.1875,5700.5
"Skaudou EN-Q d6-304",-812.625,-26.125,9781.3125
"Stueloo RW-I b40-1",-15803.90625,-593.96875,13890.375
"Hypou Briae DH-I b24-16",-832.03125,196.78125,35311.09375
"Hypou Briae EB-O d6-602",-861.96875,196.9375,35376.09375
"Nyeakeia PU-I c12-6",8538.84375,-73.0625,7146.09375
"Pyult DE-G b28-0",635.5,-562.46875,-4303.65625
"Hypou Briae TZ-G d10-447",-921.0625,179.53125,35673.1875
"Blaa Dryou KS-B d9",3967.03125,-552.1875,4110.625
"Hypou Briae FN-B d13-2854",-1059.65625,132.1875,35930.03125
"Hypua Flyoae GT-F d12-3440",-12167.75,-163.46875,23017.1875
"Synuefai YL-R a100-0",-755.25,-25.75,14
"Slulee YP-V b29-53",-807.21875,-25,9830.75
"Stueloo WQ-Q c20-10",-15811.71875,-579.71875,13924.6875
"Bleae Aim GH-D d12-4196",-3239.1875,59.15625,15353.59375
"Blae Drye WL-J d10-148",-1982.125,-36.8125,4987.3125
"Hypou Chraei PH-M b7-50",-3635.15625,22.15625,32390.59375
"Slegi AL-L b13-2",-1615.6875,-235.78125,-3328.1875
"Synuefai KQ-F c27-3",-441.09375,-280.0625,117.9375
"Eembaisk SJ-R c4-1815",2530.34375,44.125,29887.78125
"Zunu DR-O b6-69",7091.1875,75.3125,23398.3125
"Pyult VA-B c15-2",634.8125,-590.59375,-4231.15625
"Ellaic TO-Z c12",-11436.3125,287.1875,9237.5
"Vegnoae VV-U c16-268",-1042.25,115.34375,36803.75
"Qieduia CG-F c14-10",-3798.9375,-72.75,-5571.65625
"Eoch Flyuae ZT-T b47-18",-8785.0625,-701.59375,17888.90625
"Blaea Thua MV-X c14-0",15061.5,2.46875,2137.6875
"Clooku AP-I b38-5",-6016.4375,-987.6875,12565.25
"Hypou Chraei UD-T c3-2105",-3634.1875,19.71875,32390.75
"Slegi ER-J b14-1",-1619.375,-236.125,-3321.3125
"Stueloo EA-C b44-2",-15811.5,-573.25,13962.25
"Eembaisk SJ-R c4-3255",2531.5625,43.75,29888.0625
"Synuefai SL-L b54-2",-452.5625,-280.21875,109.3125
"Stuelou XI-S b37-83",-6639.40625,-153.34375,13815.21875
"Stuelou MH-L b41-112",-6658.84375,-153.53125,13896.09375
"Slulee MX-L d7-215",-799.3125,-22.6875,9879.59375
"Stuelou BG-E b45-9",-6677.15625,-158.15625,13976.78125
"Stuelou QE-X b48-56",-6690.9375,-155.28125,14058.875
"Eembaisk SJ-R c4-3998",2532.25,44.3125,29889.625
"Stueloo PO-G d11-58",-15818.09375,-584.09375,13996.90625
"Vegnoae DI-R c18-60",-1033.28125,111.1875,36878.03125
"Dryaea Chraei GN-B d13-147",18219.71875,112.59375,29568.09375
"Synuefai WR-J b55-0",-462.59375,-283.53125,120.9375
"Slegi ER-J b14-2",-1622.96875,-232.25,-3320.15625
"Qieduia DT-O d7-66",-3786.9375,-75.78125,-5536.71875
"Blae Drye PX-I a91-12",-2008.0625,-35.3125,5031.75
"Nyeakeia HA-Q b25-3",8569.125,-69.71875,7174.0625
"Eoch Flyuae ZT-T b47-9",-8787.125,-702.1875,17885.25
"Hypou Chraei PH-M b7-2",-3634,18.46875,32391.0625
"Stueloo UY-U b47-0",-15819.3125,-579.46875,14035.40625
"Proo Dryiae IX-R d5-5",14820.15625,-232.65625,740.8125
"Dryiquae PC-U b45-0",-4637.46875,-1025.8125,40892.5625
"Blu Thua NY-Z c13-0",315.3125,74.71875,2110.34375
"Qieduia HM-D c15-15",-3778.90625,-73.40625,-5526.34375
"Ellaic TO-Z c13",-11441.71875,281.03125,9242.46875
"Quemaae RG-Y c0",6859.59375,2542.09375,25884.9375
"NGC 3532 Sector LY-Q c5-15",1402.3125,114.5625,555.84375
"Synuefai VR-J b55-3",-475.625,-283.34375,121.84375
"Dryaea Chraei QW-A a111-0",18215.34375,116.8125,29567.71875
"Blae Drye FH-A a96-1",-2027.78125,-29.90625,5078.9375
"Eoch Flyuae ZT-T b47-14",-8789.25,-702.34375,17883.625
"Quemaae GA-A d1",6881.5,2553.34375,25881.84375
"Stueloo SU-E d12-26",-15830.625,-576.46875,14071.21875
"Eembaisk SJ-R c4-2092",2531.21875,44.4375,29892.21875
"Dryooe Flyou IS-A d14-703",-9320.46875,-763.71875,19355.4375
"Hypua Flyoae GT-F d12-1887",-12168.03125,-165.28125,23015.9375
"Synuefai NW-D c28-9",-477.125,-290.34375,135.09375
"Dryiquae YF-F d11-8",-4641.6875,-1089.25,40886.625
"Nyeakeia NG-O b26-2",8602.53125,-82.53125,7192.46875
"Blae Drye XL-R a100-8",-2049.25,-29.0625,5125.71875
"Slegi ER-J b14-0",-1614.9375,-229.75,-3324.1875
"Hypuae Breae OI-B d13-413",741.28125,1259.40625,35926.59375
"Vegnoae AN-R c18-562",-1078.34375,167.9375,36874.0625
"Greae Dryoae JH-U d3-8",1813.15625,-717.03125,5726.53125
"Dryaea Chraei FI-B b55-3",18211.21875,120.34375,29569.90625
"Blu Thua QV-R b32-2",382.5,138.71875,2197.3125
"Stueloo PV-H c25-5",-15826.9375,-582.28125,14109.0625
"Eembairsch YZ-G b10-0",21913.9375,21.5625,29875.75
"Traikoa FJ-M a103-0",-2067.53125,-23.25,5172.75
"Synuefai AT-H b56-1",-491.71875,-294.9375,135.40625
"Slegi YE-X d2-24",-1609.375,-226.5625,-3327.84375
"NGC 4463 Sector BL-E b15-2",2567.40625,55.46875,1535.46875
"Quemaae BA-A f0",6907.09375,2559.21875,25878.8125
"Dryaea Chraei JO-Z b55-4",18206.9375,118.78125,29578
"Plio Eurl TT-A b29-1",1400.0625,343.3125,-440.34375
"Eembairsch XJ-R c4-3",21915.59375,29.40625,29884.03125
"Blu Thua UG-Q b33-2",426.46875,170.375,2234.625
"Swoilz MF-C b31-1",864.4375,-418.71875,875.03125
"Aucoks IV-P b51-0",1192.5625,-379.125,2602.90625
"Stueloo TB-G c26-8",-15842.875,-580.84375,14142.40625
"Eoch Flyuae KE-G d11-764",-8792.625,-703.25,17881.8125
"Wregoi OS-Q b19-1",4312,155,-628.6875
"Aidomt VX-U d2-2",13670,68.90625,-14869.40625
"Hypuae Briae NK-C d14-108",728.46875,1246.375,36009.34375
"Greae Dryoae KD-U b19-1",1859.21875,-762.34375,5756.65625
"Byeia Euq AK-I d9-45",934.53125,20.8125,6183.3125
"Blae Drye DP-B a109-8",-2085.5625,-28.59375,5219.8125
"Eotchorks BN-H d11-0",-4624.125,-1454.84375,40867.15625
"Pro Thua AG-Z c28-0",-6426.65625,402.625,-1067.59375
"Dryooe Flyou IS-A d14-0",-9315.71875,-794.1875,19396.4375
"Shaulua YA-F b11-10",-30691.46875,4.8125,28628.78125
"Hegua LO-Z d13-28",-3661.1875,1.625,-2424.40625
"Eembaisk NE-H b10-31",2530.84375,44.625,29893.625
"Hypua Flyoae WS-Y b47-51",-12166.75,-167.71875,23014.6875
"Stueloo UP-I b54-0",-15862,-581.09375,14175.53125
"NGC 4463 Sector BD-P c7-16",2566.25,46.34375,1540.125
"Blae Drye WT-S a113-9",-2103.96875,-29.09375,5267.8125
"Hegua GI-B d13-40",-3725.0625,1.9375,-2468.5
"Phroi Hypue AQ-W c18-1",-1004.84375,-47.6875,-6642.09375
"Hypua Flyoae NM-L c24-5",-12166.78125,-170.96875,23015.21875
"Bleae Aim MT-G c24-358",-3173.09375,101.34375,15344.125
"Dryaea Chraei JO-Z b55-5",18205.8125,118.8125,29581.40625
"Eotchorks JT-G d11-1",-4621.375,-1735.125,40856.40625
"Pheia Briae GW-C d275",737.78125,1229,36090.4375
"Stueloo XV-G b55-3",-15872.375,-579.25,14211
"Blae Drye JS-L a117-1",-2129.40625,-31.28125,5312.8125
"Eotchorks KY-H d10-0",-4628.59375,-1970.84375,40824.75
"Synuefou DH-J b42-1",4048.6875,-179.5625,-154.5
"Synuefou UG-J d10-37",4125,-172.40625,-174.84375
"Gria Drye JP-U a2-4",-2146.5625,-29.28125,5361.75
"Eoch Flyuae KE-G d11-2271",-8795.875,-707.625,17881.59375
"Aidomt AE-T d3-1",13709.71875,71.1875,-14812.40625
"Blu Thua NJ-O c20-3",535.21875,217.90625,2384.1875
"Stueloo CC-B d14-25",-15872.84375,-594.09375,14245.9375
"Synuefai BO-H b56-2",-521.6875,-319.71875,135.4375
"Wredgeou SP-V b29-0",-4779.53125,-22.34375,-422.84375
"Hegua UA-C d14-0",-2916.71875,1064.53125,-2360.0625
"Eotchorks TU-F d11-0",-4618.9375,-2173.625,40858.03125
"Gria Drye FD-E c1-15",-2175.84375,-32.5,5404.46875
"Greae Dryoae RT-T b19-0",1917.78125,-802.71875,5757.28125
"Dryaea Chraei SR-Z c27-4",18204.28125,119.8125,29590.375
"Stueloo PP-Z b58-3",-15875.25,-595.28125,14280.84375
"Eembaisk WP-P c5-2321",2530.28125,43.25,29895.0625
"Flyeia Dryiae NM-D c15-2",-4786.84375,-90.40625,-410.6875
"Aidomt BE-T d3-0",13781.5625,60.28125,-14823.46875
"Swoiwns WY-D b17-0",-816.625,-280.15625,588.5
"Praea Euq FN-P b5-7",1128.59375,-20,352.03125
"Prieleae IH-V a71-0",-9564.84375,26.5,8665.5
"Outorns DQ-Y d34",-10040,169.0625,-2262.4375
"Floalk BY-E b1-2",-15883.09375,-599.46875,14315.71875
"Blaea Thua MV-X c14-1",15077.4375,14.90625,2144.15625
"Flyeia Dryoae KQ-N c23-22",3405.25,-90.9375,-63.90625
"Pyult JG-T b34-0",611.3125,-606.71875,-4159.90625
"Ploi Aowsy RZ-G d10-1229",-1090.5625,154.90625,38263.71875
"Ploi Aowsy JT-Z d13-810",-1100.96875,119.90625,38549.6875
"Spooreau HW-W d1-319",-1084.71875,184.34375,38829.28125
"Phylucs SM-O c8-0",1296.5,913.03125,1891
"Blaa Eork VU-V d3-53",1991.5625,-78.1875,1874.75
"Proo Dryiae RW-X b20-0",14841.71875,-173.875,667.25
"Oochody EF-R c20-0",-3500,-439.375,-1454.90625
"NGC 4463 Sector BD-P c7-18",2563.71875,43.875,1542.65625
"Spooreau QD-S c4-439",-1086.09375,185.03125,38830.75
"Eoch Flyuae BP-T b47-21",-8799.8125,-705.75,17881.875
"Swoiwns ZE-C b18-0",-843.625,-284.90625,600.65625
"Floalk EE-D b2-3",-15886.46875,-603.71875,14354.03125
"Hypua Flyoae GT-F d12-50",-12166.40625,-172.625,23015.6875
"Pro Eurl HX-L b7-9",1240.3125,-23.8125,386.03125
"Slegi DW-J b14-0",-1602.65625,-220.65625,-3321.75
"Pheia Briae JC-B d1-87",726.375,1218.125,36171.875
"Phylucs XS-M c9-0",1338.625,895.03125,1898.03125
"Oochody WI-T c19-0",-3501.15625,-379.78125,-1499.4375
"Wregoi RH-T b17-1",4318.84375,71.40625,-674.90625
"Eoch Flyuae TZ-P e5-1922",-8803.625,-706.15625,17879.5625
"Floalk MQ-Z b3-3",-15891.375,-596.4375,14388.625
"Blae Drye HI-Q d6-63",-1985.84375,-148.78125,4662.34375
"Slegi YE-X d2-21",-1603.53125,-218.8125,-3328.34375
"Pyult GX-J d9-4",608.78125,-640.6875,-4088.875
"Ploi Aub EN-B d13-22",-1108.25,97.84375,41048.0625
"NGC 3532 Sector BD-G b12-1",1400.8125,118,570.28125
"Shaulua MS-U d2-35",-30738.78125,-5.8125,28674.375
"NGC 4463 Sector DG-E b15-0",2557.15625,35.53125,1539.375
"Oochody UQ-K d9-2",-3537.125,-325.90625,-1516.9375
"Eoch Flyuae TZ-P e5-1660",-8806.71875,-707.625,17879.96875
"Pheia Briae NI-Z d1-655",732.9375,1197.9375,36254.21875
"Prooe Drye LC-H b16-3",-1428.25,-128.90625,557.8125
"Slegi DW-J b14-2",-1596.6875,-218.46875,-3313.3125
"Eembaisk WP-P c5-2055",2530.375,42.21875,29895.53125
"NGC 3532 Sector HX-S b4-2",1358.125,-19.125,405.8125
"Pyult NS-G b41-0",600.40625,-644.25,-4023.28125
"Pru Aub JD-A b43-4",-1029.96875,316.21875,42107.875
"Icteia FW-H b16-1",11401.21875,-57.03125,-16071.34375
"NGC 3532 Sector FJ-E b13-0",1399.6875,119.46875,575.25
"Pru Aub RP-F d11-40",-1029.21875,304.0625,42159
"Prooe Drye LC-H b16-4",-1440.03125,-129.03125,571.875
"Eactaiky CQ-Y e2",-946.09375,368.15625,42650.78125
"Pheia Briae SO-X d2-131",736.59375,1187.28125,36322.59375
"Eactaiky OD-S d4-33",-992.25,423.0625,42907.15625
"Shaulaa FZ-S d3-60",-30797.5625,-10.46875,28706.9375
"Eoch Flyuae KE-G d11-1433",-8806.5,-707.59375,17882.375
"Pyult ZF-B b44-0",558.75,-664.46875,-3963.5625
"Floalk UC-W b5-2",-15901.28125,-599.4375,14421.8125
"Eactaiky JY-H d10-9",-929.65625,538.09375,43342.34375
"Eactaiky CC-A b44-1",-901.53125,511.375,43403.96875
"Preae Thaa FB-O e6-0",-6506.53125,443.46875,-1086.78125
"Froarsts RI-B d100",-7323.875,590,14372.46875
"Blaa Eork OP-R c7-19",1874.875,-90.53125,1821.25
"Hypua Flyoae GT-F d12-2664",-12164.5,-176.65625,23015.09375
"Slegi DW-J b14-1",-1592.75,-217.96875,-3311.4375
"Phylucs LA-J c11-0",1499.40625,888.5,1997.34375
"Shaulaa FZ-S d3-46",-30825.3125,-2.34375,28732.0625
"Flyeia Dryiae RC-D c15-0",-4785.84375,-146.09375,-412.4375
"NGC 3532 Sector WP-C a14-1",1471.625,-25.9375,445.21875
"Floalk XI-U b6-1",-15906.53125,-598.53125,14454.71875
"Swoiwns EG-A b19-0",-861.375,-304.34375,616.15625
"Pheia Briae XP-V d3-164",729.59375,1171.59375,36404.5625
"Eactaiky TA-T b47-0",-884.4375,506.375,43476.1875
"NGC 3532 Sector GW-A a15-0",1530.34375,-30.34375,455.65625
"Phylucs QG-H c12-0",1538.65625,860.0625,2020.375
"Pyult DM-Z b44-0",558.40625,-663.78125,-3940.5
"Eoch Flyuae KE-G d11-1311",-8808.75,-706.53125,17885.28125
"Slulee RV-X a69-1",-793.5625,-23.03125,9928.78125
"Pheia Briae BW-T d4-1415",725.03125,1146.84375,36487.625
"Aidomt FK-R d4-0",13785.625,68.9375,-14742.625
"Eactaiky RR-G c25-1",-874.84375,483.59375,43544.5
"NGC 3532 Sector FJ-E b13-5",1399.03125,121.40625,579.375
"Floalk FV-Q b8-0",-15920.03125,-585.71875,14484.96875
"Dryooe Flyou IS-A d14-1",-9296.90625,-813.8125,19379.3125
"Greae Dryoae BQ-R b20-0",1959.8125,-841.3125,5779.5
"Praea Ais LH-L c8-0",8167.09375,1518,10842.375
"NGC 3532 Sector QC-Z a15-3",1588.65625,-27.1875,469.0625
"Phylucs OO-M b25-0",1578.09375,843.46875,2044.25
"Pheia Briae FC-S d5-140",720.8125,1126.5,36571.75
"Blooe Eaescs AO-R b37-0",-18784.6875,-239.75,15096.09375
"Blooe Eaescs HU-P b38-0",-18720.90625,-240.40625,15120.75
"NGC 7082 Sector XE-Z d5",-4807.15625,-205.125,-412.46875
"Floalk KM-N b10-0",-15930,-577.1875,14521.21875
"Eactaiky YL-C d13-8",-848.15625,465.03125,43609.25
"Eoch Flyuae AP-T b47-12",-8812.6875,-709.75,17885.5625
"Eactaiky NA-B b57-0",-839.28125,458.84375,43679.9375
"Slegi DW-J b14-3",-1592.125,-212.6875,-3310.6875
"Pheia Briae LD-Q d6-608",718.625,1088.25,36649.96875
"Euqaippy FD-F c0",28380.4375,-221,46296.09375
"Phylucs YH-F c13-0",1620.125,820.9375,2057.28125
"Praea Ais VT-R d4-1",8194.09375,1511.4375,10855.15625
"Synuefue TP-E d12-0",-1886.34375,-611.53125,5.625
"Byua Aowsy RC-C c0",-823.3125,419.09375,43738.25
"Floalk UT-J b12-3",-15927.6875,-589.09375,14556.1875
"Slulee QT-Q c18-0",-780.84375,-22.625,9976.125
"NGC 3532 Sector PE-P c6-13",1398.40625,130.40625,580.5
"Byua Aowsy ZN-Y b2-0",-794.875,394.28125,43800.15625
"Byua Aowsy LG-T b5-0",-785.875,387.9375,43870.21875
"Greae Dryoae IG-R b20-0",2020.46875,-884.96875,5785.75
"Hypou Chraei WI-K b8-69",-3607.65625,-4.4375,32402.53125
"Plio Eurl QK-M c8-2",1399.875,471.5,-671.84375
"Blooe Eaescs SG-M b40-1",-18664.5,-240.59375,15162.96875
"Oochody QK-M d8-0",-3535.84375,-304.875,-1548.875
"Bleae Thua NN-J b23-2",-159,138.21875,1995.78125
"Synuefe IF-Z a68-0",395.78125,-41.5,-332.59375
"Pheia Briae PJ-O d7-91",713.9375,1064.6875,36731.78125
"Praea Ais OC-L c8-0",8192.84375,1469.9375,10824
"Floalk YZ-H b13-2",-15943.625,-588.09375,14590.6875
"Prooe Drye DL-R c7-1",-1443.03125,-132.71875,572.34375
